Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
D1,17/12/14,Dortmund,Wolfsburg,2,2,D,1,1,D,2014-15
D1,17/12/14,Ein Frankfurt,Hertha,4,4,D,1,3,A,2014-15
D1,17/12/14,Hoffenheim,Leverkusen,0,1,A,0,0,D,2014-15
D1,17/12/14,M'gladbach,Werder Bremen,4,1,H,2,0,H,2014-15
D1,17/12/14,Paderborn,Schalke 04,1,2,A,1,1,D,2014-15
D1,19/12/14,Mainz,Bayern Munich,1,2,A,1,1,D,2014-15
D1,20/12/14,Augsburg,M'gladbach,2,1,H,1,1,D,2014-15
D1,20/12/14,Leverkusen,Ein Frankfurt,1,1,D,0,1,A,2014-15
D1,20/12/14,Schalke 04,Hamburg,0,0,D,0,0,D,2014-15
D1,20/12/14,Stuttgart,Paderborn,0,0,D,0,0,D,2014-15
D1,20/12/14,Werder Bremen,Dortmund,2,1,H,1,0,H,2014-15
D1,20/12/14,Wolfsburg,FC Koln,2,1,H,1,1,D,2014-15
D1,21/12/14,Freiburg,Hannover,2,2,D,1,0,H,2014-15
D1,21/12/14,Hertha,Hoffenheim,0,5,A,0,3,A,2014-15
D1,30/01/15,Wolfsburg,Bayern Munich,4,1,H,2,0,H,2014-15
D1,31/01/15,Freiburg,Ein Frankfurt,4,1,H,0,1,A,2014-15
D1,31/01/15,Hamburg,FC Koln,0,2,A,0,0,D,2014-15
D1,31/01/15,Leverkusen,Dortmund,0,0,D,0,0,D,2014-15
D1,31/01/15,Mainz,Paderborn,5,0,H,1,0,H,2014-15
D1,31/01/15,Schalke 04,Hannover,1,0,H,1,0,H,2014-15
D1,31/01/15,Stuttgart,M'gladbach,0,1,A,0,0,D,2014-15
D1,1/2/2015,Augsburg,Hoffenheim,3,1,H,2,1,H,2014-15
D1,1/2/2015,Werder Bremen,Hertha,2,0,H,1,0,H,2014-15
D1,3/2/2015,Bayern Munich,Schalke 04,1,1,D,0,0,D,2014-15
D1,3/2/2015,Ein Frankfurt,Wolfsburg,1,1,D,0,0,D,2014-15
D1,3/2/2015,Hannover,Mainz,1,1,D,1,0,H,2014-15
D1,3/2/2015,M'gladbach,Freiburg,1,0,H,1,0,H,2014-15
D1,4/2/2015,Dortmund,Augsburg,0,1,A,0,0,D,2014-15
D1,4/2/2015,FC Koln,Stuttgart,0,0,D,0,0,D,2014-15
D1,4/2/2015,Hertha,Leverkusen,0,1,A,0,0,D,2014-15
D1,4/2/2015,Hoffenheim,Werder Bremen,1,2,A,1,1,D,2014-15
D1,4/2/2015,Paderborn,Hamburg,0,3,A,0,1,A,2014-15
D1,6/2/2015,Schalke 04,M'gladbach,1,0,H,1,0,H,2014-15
D1,7/2/2015,FC Koln,Paderborn,0,0,D,0,0,D,2014-15
D1,7/2/2015,Freiburg,Dortmund,0,3,A,0,1,A,2014-15
D1,7/2/2015,Hamburg,Hannover,2,1,H,1,0,H,2014-15
D1,7/2/2015,Mainz,Hertha,0,2,A,0,2,A,2014-15
D1,7/2/2015,Stuttgart,Bayern Munich,0,2,A,0,1,A,2014-15
D1,7/2/2015,Wolfsburg,Hoffenheim,3,0,H,2,0,H,2014-15
D1,8/2/2015,Augsburg,Ein Frankfurt,2,2,D,2,1,H,2014-15
D1,8/2/2015,Werder Bremen,Leverkusen,2,1,H,2,1,H,2014-15
D1,13/02/15,Dortmund,Mainz,4,2,H,0,1,A,2014-15
D1,14/02/15,Bayern Munich,Hamburg,8,0,H,3,0,H,2014-15
D1,14/02/15,Ein Frankfurt,Schalke 04,1,0,H,0,0,D,2014-15
D1,14/02/15,Hoffenheim,Stuttgart,2,1,H,1,1,D,2014-15
D1,14/02/15,Leverkusen,Wolfsburg,4,5,A,0,3,A,2014-15
D1,14/02/15,M'gladbach,FC Koln,1,0,H,0,0,D,2014-15
D1,14/02/15,Werder Bremen,Augsburg,3,2,H,3,1,H,2014-15
D1,15/02/15,Hannover,Paderborn,1,2,A,0,0,D,2014-15
D1,15/02/15,Hertha,Freiburg,0,2,A,0,1,A,2014-15
D1,20/02/15,Stuttgart,Dortmund,2,3,A,1,2,A,2014-15
D1,21/02/15,Augsburg,Leverkusen,2,2,D,0,1,A,2014-15
D1,21/02/15,FC Koln,Hannover,1,1,D,1,1,D,2014-15
D1,21/02/15,Freiburg,Hoffenheim,1,1,D,1,1,D,2014-15
D1,21/02/15,Mainz,Ein Frankfurt,3,1,H,1,1,D,2014-15
D1,21/02/15,Paderborn,Bayern Munich,0,6,A,0,2,A,2014-15
D1,21/02/15,Schalke 04,Werder Bremen,1,1,D,0,0,D,2014-15
D1,22/02/15,Hamburg,M'gladbach,1,1,D,0,0,D,2014-15
D1,22/02/15,Wolfsburg,Hertha,2,1,H,1,1,D,2014-15
D1,27/02/15,Bayern Munich,FC Koln,4,1,H,2,1,H,2014-15
D1,28/02/15,Dortmund,Schalke 04,3,0,H,0,0,D,2014-15
D1,28/02/15,Ein Frankfurt,Hamburg,2,1,H,1,1,D,2014-15
D1,28/02/15,Hannover,Stuttgart,1,1,D,0,0,D,2014-15
D1,28/02/15,Hertha,Augsburg,1,0,H,0,0,D,2014-15
D1,28/02/15,Hoffenheim,Mainz,2,0,H,0,0,D,2014-15
D1,28/02/15,Leverkusen,Freiburg,1,0,H,1,0,H,2014-15
D1,1/3/2015,M'gladbach,Paderborn,2,0,H,1,0,H,2014-15
D1,1/3/2015,Werder Bremen,Wolfsburg,3,5,A,3,2,H,2014-15
D1,6/3/2015,Stuttgart,Hertha,0,0,D,0,0,D,2014-15
D1,7/3/2015,Augsburg,Wolfsburg,1,0,H,0,0,D,2014-15
D1,7/3/2015,Freiburg,Werder Bremen,0,1,A,0,1,A,2014-15
D1,7/3/2015,Hamburg,Dortmund,0,0,D,0,0,D,2014-15
D1,7/3/2015,Hannover,Bayern Munich,1,3,A,1,1,D,2014-15
D1,7/3/2015,Mainz,M'gladbach,2,2,D,0,1,A,2014-15
D1,7/3/2015,Schalke 04,Hoffenheim,3,1,H,2,0,H,2014-15
D1,8/3/2015,FC Koln,Ein Frankfurt,4,2,H,1,0,H,2014-15
D1,8/3/2015,Paderborn,Leverkusen,0,3,A,0,0,D,2014-15
D1,13/03/15,Leverkusen,Stuttgart,4,0,H,2,0,H,2014-15
D1,14/03/15,Augsburg,Mainz,0,2,A,0,1,A,2014-15
D1,14/03/15,Dortmund,FC Koln,0,0,D,0,0,D,2014-15
D1,14/03/15,Ein Frankfurt,Paderborn,4,0,H,2,0,H,2014-15
D1,14/03/15,Hertha,Schalke 04,2,2,D,1,1,D,2014-15
D1,14/03/15,Hoffenheim,Hamburg,3,0,H,1,0,H,2014-15
D1,14/03/15,Werder Bremen,Bayern Munich,0,4,A,0,2,A,2014-15
D1,15/03/15,M'gladbach,Hannover,2,0,H,1,0,H,2014-15
D1,15/03/15,Wolfsburg,Freiburg,3,0,H,1,0,H,2014-15
D1,20/03/15,Hamburg,Hertha,0,1,A,0,0,D,2014-15
D1,21/03/15,FC Koln,Werder Bremen,1,1,D,0,1,A,2014-15
D1,21/03/15,Freiburg,Augsburg,2,0,H,0,0,D,2014-15
D1,21/03/15,Hannover,Dortmund,2,3,A,1,1,D,2014-15
D1,21/03/15,Paderborn,Hoffenheim,0,0,D,0,0,D,2014-15
D1,21/03/15,Schalke 04,Leverkusen,0,1,A,0,1,A,2014-15
D1,21/03/15,Stuttgart,Ein Frankfurt,3,1,H,0,0,D,2014-15
D1,22/03/15,Bayern Munich,M'gladbach,0,2,A,0,1,A,2014-15
D1,22/03/15,Mainz,Wolfsburg,1,1,D,1,0,H,2014-15
D1,4/4/2015,Dortmund,Bayern Munich,0,1,A,0,1,A,2014-15
D1,4/4/2015,Ein Frankfurt,Hannover,2,2,D,1,0,H,2014-15
D1,4/4/2015,Freiburg,FC Koln,1,0,H,1,0,H,2014-15
D1,4/4/2015,Hoffenheim,M'gladbach,1,4,A,1,3,A,2014-15
D1,4/4/2015,Leverkusen,Hamburg,4,0,H,2,0,H,2014-15
D1,4/4/2015,Werder Bremen,Mainz,0,0,D,0,0,D,2014-15
D1,4/4/2015,Wolfsburg,Stuttgart,3,1,H,1,1,D,2014-15
D1,5/4/2015,Augsburg,Schalke 04,0,0,D,0,0,D,2014-15
D1,5/4/2015,Hertha,Paderborn,2,0,H,0,0,D,2014-15
D1,10/4/2015,Hannover,Hertha,1,1,D,0,0,D,2014-15
D1,11/4/2015,Bayern Munich,Ein Frankfurt,3,0,H,1,0,H,2014-15
D1,11/4/2015,Hamburg,Wolfsburg,0,2,A,0,1,A,2014-15
D1,11/4/2015,Mainz,Leverkusen,2,3,A,0,1,A,2014-15
D1,11/4/2015,M'gladbach,Dortmund,3,1,H,2,0,H,2014-15
D1,11/4/2015,Paderborn,Augsburg,2,1,H,0,0,D,2014-15
D1,11/4/2015,Schalke 04,Freiburg,0,0,D,0,0,D,2014-15
D1,12/4/2015,FC Koln,Hoffenheim,3,2,H,1,0,H,2014-15
D1,12/4/2015,Stuttgart,Werder Bremen,3,2,H,1,0,H,2014-15
D1,17/04/15,Ein Frankfurt,M'gladbach,0,0,D,0,0,D,2014-15
D1,18/04/15,Augsburg,Stuttgart,2,1,H,1,1,D,2014-15
D1,18/04/15,Dortmund,Paderborn,3,0,H,0,0,D,2014-15
D1,18/04/15,Freiburg,Mainz,2,3,A,0,2,A,2014-15
D1,18/04/15,Hertha,FC Koln,0,0,D,0,0,D,2014-15
D1,18/04/15,Hoffenheim,Bayern Munich,0,2,A,0,1,A,2014-15
D1,18/04/15,Leverkusen,Hannover,4,0,H,2,0,H,2014-15
D1,19/04/15,Werder Bremen,Hamburg,1,0,H,0,0,D,2014-15
D1,19/04/15,Wolfsburg,Schalke 04,1,1,D,0,0,D,2014-15
D1,24/04/15,Mainz,Schalke 04,2,0,H,2,0,H,2014-15
D1,25/04/15,Bayern Munich,Hertha,1,0,H,0,0,D,2014-15
D1,25/04/15,Dortmund,Ein Frankfurt,2,0,H,2,0,H,2014-15
D1,25/04/15,FC Koln,Leverkusen,1,1,D,0,0,D,2014-15
D1,25/04/15,Hamburg,Augsburg,3,2,H,2,1,H,2014-15
D1,25/04/15,Hannover,Hoffenheim,1,2,A,1,1,D,2014-15
D1,25/04/15,Stuttgart,Freiburg,2,2,D,2,0,H,2014-15
D1,26/04/15,M'gladbach,Wolfsburg,1,0,H,0,0,D,2014-15
D1,26/04/15,Paderborn,Werder Bremen,2,2,D,2,1,H,2014-15
D1,2/5/2015,Augsburg,FC Koln,0,0,D,0,0,D,2014-15
D1,2/5/2015,Freiburg,Paderborn,1,2,A,1,0,H,2014-15
D1,2/5/2015,Hoffenheim,Dortmund,1,1,D,1,1,D,2014-15
D1,2/5/2015,Leverkusen,Bayern Munich,2,0,H,0,0,D,2014-15
D1,2/5/2015,Schalke 04,Stuttgart,3,2,H,1,1,D,2014-15
D1,2/5/2015,Werder Bremen,Ein Frankfurt,1,0,H,0,0,D,2014-15
D1,2/5/2015,Wolfsburg,Hannover,2,2,D,2,0,H,2014-15
D1,3/5/2015,Hertha,M'gladbach,1,2,A,1,1,D,2014-15
D1,3/5/2015,Mainz,Hamburg,1,2,A,0,1,A,2014-15
D1,8/5/2015,Hamburg,Freiburg,1,1,D,0,1,A,2014-15
D1,9/5/2015,Bayern Munich,Augsburg,0,1,A,0,0,D,2014-15
D1,9/5/2015,Dortmund,Hertha,2,0,H,1,0,H,2014-15
D1,9/5/2015,Ein Frankfurt,Hoffenheim,3,1,H,3,0,H,2014-15
D1,9/5/2015,Hannover,Werder Bremen,1,1,D,1,0,H,2014-15
D1,9/5/2015,M'gladbach,Leverkusen,3,0,H,0,0,D,2014-15
D1,9/5/2015,Stuttgart,Mainz,2,0,H,0,0,D,2014-15
D1,10/5/2015,FC Koln,Schalke 04,2,0,H,1,0,H,2014-15
D1,10/5/2015,Paderborn,Wolfsburg,1,3,A,0,2,A,2014-15
D1,16/05/15,Augsburg,Hannover,1,2,A,1,1,D,2014-15
D1,16/05/15,Freiburg,Bayern Munich,2,1,H,1,1,D,2014-15
D1,16/05/15,Hertha,Ein Frankfurt,0,0,D,0,0,D,2014-15
D1,16/05/15,Leverkusen,Hoffenheim,2,0,H,1,0,H,2014-15
D1,16/05/15,Mainz,FC Koln,2,0,H,0,0,D,2014-15
D1,16/05/15,Schalke 04,Paderborn,1,0,H,0,0,D,2014-15
D1,16/05/15,Stuttgart,Hamburg,2,1,H,2,1,H,2014-15
D1,16/05/15,Werder Bremen,M'gladbach,0,2,A,0,0,D,2014-15
D1,16/05/15,Wolfsburg,Dortmund,2,1,H,1,1,D,2014-15
D1,23/05/15,Bayern Munich,Mainz,2,0,H,1,0,H,2014-15
D1,23/05/15,Dortmund,Werder Bremen,3,2,H,3,1,H,2014-15
D1,23/05/15,Ein Frankfurt,Leverkusen,2,1,H,2,1,H,2014-15
D1,23/05/15,FC Koln,Wolfsburg,2,2,D,1,2,A,2014-15
D1,23/05/15,Hamburg,Schalke 04,2,0,H,0,0,D,2014-15
D1,23/05/15,Hannover,Freiburg,2,1,H,1,0,H,2014-15
D1,23/05/15,Hoffenheim,Hertha,2,1,H,1,0,H,2014-15
D1,23/05/15,M'gladbach,Augsburg,1,3,A,1,0,H,2014-15
D1,23/05/15,Paderborn,Stuttgart,1,2,A,1,1,D,2014-15
D1,14/08/15,Bayern Munich,Hamburg,5,0,H,1,0,H,2015-16
D1,15/08/15,Augsburg,Hertha,0,1,A,0,0,D,2015-16
D1,15/08/15,Darmstadt,Hannover,2,2,D,1,0,H,2015-16
D1,15/08/15,Dortmund,M'gladbach,4,0,H,3,0,H,2015-16
D1,15/08/15,Leverkusen,Hoffenheim,2,1,H,1,1,D,2015-16
D1,15/08/15,Mainz,Ingolstadt,0,1,A,0,0,D,2015-16
D1,15/08/15,Werder Bremen,Schalke 04,0,3,A,0,1,A,2015-16
D1,16/08/15,Stuttgart,FC Koln,1,3,A,0,0,D,2015-16
D1,16/08/15,Wolfsburg,Ein Frankfurt,2,1,H,2,1,H,2015-16
D1,21/08/15,Hertha,Werder Bremen,1,1,D,1,1,D,2015-16
D1,22/08/15,Ein Frankfurt,Augsburg,1,1,D,0,1,A,2015-16
D1,22/08/15,FC Koln,Wolfsburg,1,1,D,1,0,H,2015-16
D1,22/08/15,Hamburg,Stuttgart,3,2,H,1,2,A,2015-16
D1,22/08/15,Hannover,Leverkusen,0,1,A,0,1,A,2015-16
D1,22/08/15,Hoffenheim,Bayern Munich,1,2,A,1,1,D,2015-16
D1,22/08/15,Schalke 04,Darmstadt,1,1,D,0,1,A,2015-16
D1,23/08/15,Ingolstadt,Dortmund,0,4,A,0,0,D,2015-16
D1,23/08/15,M'gladbach,Mainz,1,2,A,0,1,A,2015-16
D1,28/08/15,Wolfsburg,Schalke 04,3,0,H,1,0,H,2015-16
D1,29/08/15,Augsburg,Ingolstadt,0,1,A,0,0,D,2015-16
D1,29/08/15,Bayern Munich,Leverkusen,3,0,H,1,0,H,2015-16
D1,29/08/15,Darmstadt,Hoffenheim,0,0,D,0,0,D,2015-16
D1,29/08/15,FC Koln,Hamburg,2,1,H,0,0,D,2015-16
D1,29/08/15,Mainz,Hannover,3,0,H,2,0,H,2015-16
D1,29/08/15,Stuttgart,Ein Frankfurt,1,4,A,1,2,A,2015-16
D1,30/08/15,Dortmund,Hertha,3,1,H,1,0,H,2015-16
D1,30/08/15,Werder Bremen,M'gladbach,2,1,H,1,1,D,2015-16
D1,11/9/2015,M'gladbach,Hamburg,0,3,A,0,2,A,2015-16
D1,12/9/2015,Bayern Munich,Augsburg,2,1,H,0,1,A,2015-16
D1,12/9/2015,Ein Frankfurt,FC Koln,6,2,H,4,1,H,2015-16
D1,12/9/2015,Hannover,Dortmund,2,4,A,1,2,A,2015-16
D1,12/9/2015,Hertha,Stuttgart,2,1,H,2,1,H,2015-16
D1,12/9/2015,Ingolstadt,Wolfsburg,0,0,D,0,0,D,2015-16
D1,12/9/2015,Leverkusen,Darmstadt,0,1,A,0,1,A,2015-16
D1,13/09/15,Hoffenheim,Werder Bremen,1,3,A,0,1,A,2015-16
D1,13/09/15,Schalke 04,Mainz,2,1,H,1,1,D,2015-16
D1,18/09/15,Mainz,Hoffenheim,3,1,H,1,1,D,2015-16
D1,19/09/15,Darmstadt,Bayern Munich,0,3,A,0,1,A,2015-16
D1,19/09/15,FC Koln,M'gladbach,1,0,H,0,0,D,2015-16
D1,19/09/15,Hamburg,Ein Frankfurt,0,0,D,0,0,D,2015-16
D1,19/09/15,Werder Bremen,Ingolstadt,0,1,A,0,0,D,2015-16
D1,19/09/15,Wolfsburg,Hertha,2,0,H,0,0,D,2015-16
D1,20/09/15,Augsburg,Hannover,2,0,H,2,0,H,2015-16
D1,20/09/15,Dortmund,Leverkusen,3,0,H,1,0,H,2015-16
D1,20/09/15,Stuttgart,Schalke 04,0,1,A,0,0,D,2015-16
D1,22/09/15,Bayern Munich,Wolfsburg,5,1,H,0,1,A,2015-16
D1,22/09/15,Darmstadt,Werder Bremen,2,1,H,1,1,D,2015-16
D1,22/09/15,Hertha,FC Koln,2,0,H,1,0,H,2015-16
D1,22/09/15,Ingolstadt,Hamburg,0,1,A,0,0,D,2015-16
D1,23/09/15,Hannover,Stuttgart,1,3,A,1,2,A,2015-16
D1,23/09/15,Hoffenheim,Dortmund,1,1,D,1,0,H,2015-16
D1,23/09/15,Leverkusen,Mainz,1,0,H,0,0,D,2015-16
D1,23/09/15,M'gladbach,Augsburg,4,2,H,4,0,H,2015-16
D1,23/09/15,Schalke 04,Ein Frankfurt,2,0,H,0,0,D,2015-16
D1,25/09/15,FC Koln,Ingolstadt,1,1,D,1,1,D,2015-16
D1,26/09/15,Augsburg,Hoffenheim,1,3,A,1,1,D,2015-16
D1,26/09/15,Hamburg,Schalke 04,0,1,A,0,0,D,2015-16
D1,26/09/15,Mainz,Bayern Munich,0,3,A,0,0,D,2015-16
D1,26/09/15,Stuttgart,M'gladbach,1,3,A,1,2,A,2015-16
D1,26/09/15,Werder Bremen,Leverkusen,0,3,A,0,1,A,2015-16
D1,26/09/15,Wolfsburg,Hannover,1,1,D,1,0,H,2015-16
D1,27/09/15,Dortmund,Darmstadt,2,2,D,0,1,A,2015-16
D1,27/09/15,Ein Frankfurt,Hertha,1,1,D,1,0,H,2015-16
D1,2/10/2015,Darmstadt,Mainz,2,3,A,1,2,A,2015-16
D1,3/10/2015,Hannover,Werder Bremen,1,0,H,0,0,D,2015-16
D1,3/10/2015,Hertha,Hamburg,3,0,H,1,0,H,2015-16
D1,3/10/2015,Hoffenheim,Stuttgart,2,2,D,1,0,H,2015-16
D1,3/10/2015,Ingolstadt,Ein Frankfurt,2,0,H,0,0,D,2015-16
D1,3/10/2015,M'gladbach,Wolfsburg,2,0,H,0,0,D,2015-16
D1,4/10/2015,Bayern Munich,Dortmund,5,1,H,2,1,H,2015-16
D1,4/10/2015,Leverkusen,Augsburg,1,1,D,1,1,D,2015-16
D1,4/10/2015,Schalke 04,FC Koln,0,3,A,0,1,A,2015-16
D1,16/10/15,Mainz,Dortmund,0,2,A,0,1,A,2015-16
D1,17/10/15,Augsburg,Darmstadt,0,2,A,0,2,A,2015-16
D1,17/10/15,Ein Frankfurt,M'gladbach,1,5,A,1,1,D,2015-16
D1,17/10/15,Hamburg,Leverkusen,0,0,D,0,0,D,2015-16
D1,17/10/15,Schalke 04,Hertha,2,1,H,1,0,H,2015-16
D1,17/10/15,Werder Bremen,Bayern Munich,0,1,A,0,1,A,2015-16
D1,17/10/15,Wolfsburg,Hoffenheim,4,2,H,2,1,H,2015-16
D1,18/10/15,FC Koln,Hannover,0,1,A,0,1,A,2015-16
D1,18/10/15,Stuttgart,Ingolstadt,1,0,H,0,0,D,2015-16
D1,23/10/15,Hoffenheim,Hamburg,0,1,A,0,0,D,2015-16
D1,24/10/15,Bayern Munich,FC Koln,4,0,H,2,0,H,2015-16
D1,24/10/15,Darmstadt,Wolfsburg,0,1,A,0,0,D,2015-16
D1,24/10/15,Hannover,Ein Frankfurt,1,2,A,0,0,D,2015-16
D1,24/10/15,Ingolstadt,Hertha,0,1,A,0,1,A,2015-16
D1,24/10/15,Leverkusen,Stuttgart,4,3,H,0,0,D,2015-16
D1,24/10/15,Mainz,Werder Bremen,1,3,A,0,3,A,2015-16
D1,25/10/15,Dortmund,Augsburg,5,1,H,3,0,H,2015-16
D1,25/10/15,M'gladbach,Schalke 04,3,1,H,1,1,D,2015-16
D1,30/10/15,Ein Frankfurt,Bayern Munich,0,0,D,0,0,D,2015-16
D1,31/10/15,Augsburg,Mainz,3,3,D,1,2,A,2015-16
D1,31/10/15,FC Koln,Hoffenheim,0,0,D,0,0,D,2015-16
D1,31/10/15,Hertha,M'gladbach,1,4,A,0,2,A,2015-16
D1,31/10/15,Schalke 04,Ingolstadt,1,1,D,0,1,A,2015-16
D1,31/10/15,Werder Bremen,Dortmund,1,3,A,1,2,A,2015-16
D1,31/10/15,Wolfsburg,Leverkusen,2,1,H,1,1,D,2015-16
D1,1/11/2015,Hamburg,Hannover,1,2,A,1,0,H,2015-16
D1,1/11/2015,Stuttgart,Darmstadt,2,0,H,0,0,D,2015-16
D1,6/11/2015,Hannover,Hertha,1,3,A,0,1,A,2015-16
D1,7/11/2015,Bayern Munich,Stuttgart,4,0,H,4,0,H,2015-16
D1,7/11/2015,Darmstadt,Hamburg,1,1,D,0,1,A,2015-16
D1,7/11/2015,Hoffenheim,Ein Frankfurt,0,0,D,0,0,D,2015-16
D1,7/11/2015,Leverkusen,FC Koln,1,2,A,1,1,D,2015-16
D1,7/11/2015,Mainz,Wolfsburg,2,0,H,1,0,H,2015-16
D1,7/11/2015,M'gladbach,Ingolstadt,0,0,D,0,0,D,2015-16
D1,8/11/2015,Augsburg,Werder Bremen,1,2,A,0,0,D,2015-16
D1,8/11/2015,Dortmund,Schalke 04,3,2,H,2,1,H,2015-16
D1,20/11/15,Hamburg,Dortmund,3,1,H,2,0,H,2015-16
D1,21/11/15,Ein Frankfurt,Leverkusen,1,3,A,1,2,A,2015-16
D1,21/11/15,FC Koln,Mainz,0,0,D,0,0,D,2015-16
D1,21/11/15,M'gladbach,Hannover,2,1,H,1,0,H,2015-16
D1,21/11/15,Schalke 04,Bayern Munich,1,3,A,1,1,D,2015-16
D1,21/11/15,Stuttgart,Augsburg,0,4,A,0,3,A,2015-16
D1,21/11/15,Wolfsburg,Werder Bremen,6,0,H,2,0,H,2015-16
D1,22/11/15,Hertha,Hoffenheim,1,0,H,1,0,H,2015-16
D1,22/11/15,Ingolstadt,Darmstadt,3,1,H,0,1,A,2015-16
D1,27/11/15,Darmstadt,FC Koln,0,0,D,0,0,D,2015-16
D1,28/11/15,Bayern Munich,Hertha,2,0,H,2,0,H,2015-16
D1,28/11/15,Hannover,Ingolstadt,4,0,H,3,0,H,2015-16
D1,28/11/15,Hoffenheim,M'gladbach,3,3,D,2,1,H,2015-16
D1,28/11/15,Mainz,Ein Frankfurt,2,1,H,2,0,H,2015-16
D1,28/11/15,Werder Bremen,Hamburg,1,3,A,0,2,A,2015-16
D1,29/11/15,Augsburg,Wolfsburg,0,0,D,0,0,D,2015-16
D1,29/11/15,Dortmund,Stuttgart,4,1,H,2,1,H,2015-16
D1,29/11/15,Leverkusen,Schalke 04,1,1,D,0,0,D,2015-16
D1,4/12/2015,Schalke 04,Hannover,3,1,H,0,0,D,2015-16
D1,5/12/2015,FC Koln,Augsburg,0,1,A,0,0,D,2015-16
D1,5/12/2015,Hamburg,Mainz,1,3,A,0,1,A,2015-16
D1,5/12/2015,Hertha,Leverkusen,2,1,H,1,1,D,2015-16
D1,5/12/2015,Ingolstadt,Hoffenheim,1,1,D,0,0,D,2015-16
D1,5/12/2015,M'gladbach,Bayern Munich,3,1,H,0,0,D,2015-16
D1,5/12/2015,Wolfsburg,Dortmund,1,2,A,0,1,A,2015-16
D1,6/12/2015,Ein Frankfurt,Darmstadt,0,1,A,0,1,A,2015-16
D1,6/12/2015,Stuttgart,Werder Bremen,1,1,D,1,0,H,2015-16
D1,11/12/2015,Mainz,Stuttgart,0,0,D,0,0,D,2015-16
D1,12/12/2015,Bayern Munich,Ingolstadt,2,0,H,0,0,D,2015-16
D1,12/12/2015,Darmstadt,Hertha,0,4,A,0,2,A,2015-16
D1,12/12/2015,Hoffenheim,Hannover,1,0,H,1,0,H,2015-16
D1,12/12/2015,Leverkusen,M'gladbach,5,0,H,1,0,H,2015-16
D1,12/12/2015,Werder Bremen,FC Koln,1,1,D,1,0,H,2015-16
D1,12/12/2015,Wolfsburg,Hamburg,1,1,D,0,1,A,2015-16
D1,13/12/15,Augsburg,Schalke 04,2,1,H,1,0,H,2015-16
D1,13/12/15,Dortmund,Ein Frankfurt,4,1,H,1,1,D,2015-16
D1,18/12/15,Schalke 04,Hoffenheim,1,0,H,1,0,H,2015-16
D1,19/12/15,Ein Frankfurt,Werder Bremen,2,1,H,1,1,D,2015-16
D1,19/12/15,FC Koln,Dortmund,2,1,H,0,1,A,2015-16
D1,19/12/15,Hamburg,Augsburg,0,1,A,0,0,D,2015-16
D1,19/12/15,Hannover,Bayern Munich,0,1,A,0,1,A,2015-16
D1,19/12/15,Ingolstadt,Leverkusen,0,1,A,0,0,D,2015-16
D1,19/12/15,Stuttgart,Wolfsburg,3,1,H,2,1,H,2015-16
D1,20/12/15,Hertha,Mainz,2,0,H,1,0,H,2015-16
D1,20/12/15,M'gladbach,Darmstadt,3,2,H,1,1,D,2015-16
D1,22/01/16,Hamburg,Bayern Munich,1,2,A,0,1,A,2015-16
D1,23/01/16,FC Koln,Stuttgart,1,3,A,1,1,D,2015-16
D1,23/01/16,Hannover,Darmstadt,1,2,A,1,1,D,2015-16
D1,23/01/16,Hertha,Augsburg,0,0,D,0,0,D,2015-16
D1,23/01/16,Hoffenheim,Leverkusen,1,1,D,1,0,H,2015-16
D1,23/01/16,Ingolstadt,Mainz,1,0,H,1,0,H,2015-16
D1,23/01/16,M'gladbach,Dortmund,1,3,A,0,1,A,2015-16
D1,24/01/16,Ein Frankfurt,Wolfsburg,3,2,H,0,1,A,2015-16
D1,24/01/16,Schalke 04,Werder Bremen,1,3,A,1,1,D,2015-16
D1,29/01/16,Mainz,M'gladbach,1,0,H,1,0,H,2015-16
D1,30/01/16,Augsburg,Ein Frankfurt,0,0,D,0,0,D,2015-16
D1,30/01/16,Darmstadt,Schalke 04,0,2,A,0,1,A,2015-16
D1,30/01/16,Dortmund,Ingolstadt,2,0,H,0,0,D,2015-16
D1,30/01/16,Leverkusen,Hannover,3,0,H,1,0,H,2015-16
D1,30/01/16,Stuttgart,Hamburg,2,1,H,0,0,D,2015-16
D1,30/01/16,Werder Bremen,Hertha,3,3,D,0,2,A,2015-16
D1,31/01/16,Bayern Munich,Hoffenheim,2,0,H,1,0,H,2015-16
D1,31/01/16,Wolfsburg,FC Koln,1,1,D,0,0,D,2015-16
D1,5/2/2016,M'gladbach,Werder Bremen,5,1,H,2,0,H,2015-16
D1,6/2/2016,Ein Frankfurt,Stuttgart,2,4,A,0,2,A,2015-16
D1,6/2/2016,Hannover,Mainz,0,1,A,0,1,A,2015-16
D1,6/2/2016,Hertha,Dortmund,0,0,D,0,0,D,2015-16
D1,6/2/2016,Ingolstadt,Augsburg,2,1,H,0,1,A,2015-16
D1,6/2/2016,Leverkusen,Bayern Munich,0,0,D,0,0,D,2015-16
D1,6/2/2016,Schalke 04,Wolfsburg,3,0,H,2,0,H,2015-16
D1,7/2/2016,Hamburg,FC Koln,1,1,D,0,1,A,2015-16
D1,7/2/2016,Hoffenheim,Darmstadt,0,2,A,0,1,A,2015-16
D1,12/2/2016,Mainz,Schalke 04,2,1,H,1,0,H,2015-16
